round_index,model_version,model_score,random_score,score_delta_vs_random,model_max_hits,model_mean_hits,model_ge3,model_ge4,random_max_hits,random_mean_hits,random_ge3,random_ge4
524,evo-g00595-c02-23e2091a40,3.530000,2.470000,1.060000,3,1.800000,1,0,2.250000,1.325000,0.250000,0.000000
525,evo-g00595-c02-23e2091a40,2.140000,3.200000,-1.060000,2,1.400000,0,0,2.750000,1.375000,0.625000,0.125000
526,evo-g00595-c02-23e2091a40,3.550000,3.341250,0.208750,3,2.000000,1,0,2.875000,1.600000,0.875000,0.000000
527,evo-g00595-c02-23e2091a40,3.530000,2.513750,1.016250,3,1.800000,1,0,2.250000,1.325000,0.375000,0.000000
528,evo-g00595-c02-23e2091a40,2.100000,2.033750,0.066250,2,1.000000,0,0,1.875000,1.150000,0.125000,0.000000
529,evo-g00595-c02-23e2091a40,2.120000,2.638750,-0.518750,2,1.200000,0,0,2.375000,1.325000,0.375000,0.000000
530,evo-g00595-c02-23e2091a40,2.120000,3.376250,-1.256250,2,1.200000,0,0,2.875000,1.450000,0.750000,0.125000
531,evo-g00595-c02-23e2091a40,1.080000,2.340000,-1.260000,1,0.800000,0,0,2.125000,1.275000,0.250000,0.000000
532,evo-g00595-c02-23e2091a40,3.510000,2.800000,0.710000,3,1.600000,1,0,2.500000,1.250000,0.500000,0.000000
533,evo-g00595-c02-23e2091a40,5.300000,2.623750,2.676250,4,2.000000,1,1,2.375000,1.175000,0.375000,0.000000
534,evo-g00595-c02-23e2091a40,2.100000,2.855000,-0.755000,2,1.000000,0,0,2.500000,1.300000,0.375000,0.125000
535,evo-g00595-c02-23e2091a40,2.120000,3.477500,-1.357500,2,1.200000,0,0,2.875000,1.525000,0.750000,0.250000
536,evo-g00595-c02-23e2091a40,2.080000,2.475000,-0.395000,2,0.800000,0,0,2.125000,1.250000,0.375000,0.125000
537,evo-g00595-c02-23e2091a40,2.100000,3.308750,-1.208750,2,1.000000,0,0,2.750000,1.525000,0.625000,0.250000
538,evo-g00595-c02-23e2091a40,3.450000,2.330000,1.120000,3,1.000000,1,0,2.125000,1.175000,0.250000,0.000000
539,evo-g00595-c02-23e2091a40,2.060000,3.163750,-1.103750,2,0.600000,0,0,2.625000,1.325000,0.625000,0.250000
540,evo-g00595-c02-23e2091a40,1.100000,2.667500,-1.567500,1,1.000000,0,0,2.375000,1.175000,0.500000,0.000000
541,evo-g00595-c02-23e2091a40,2.140000,2.166250,-0.026250,2,1.400000,0,0,1.875000,1.100000,0.250000,0.125000
542,evo-g00595-c02-23e2091a40,2.100000,2.903750,-0.803750,2,1.000000,0,0,2.500000,1.350000,0.500000,0.125000
543,evo-g00595-c02-23e2091a40,2.080000,2.332500,-0.252500,2,0.800000,0,0,2.125000,1.200000,0.250000,0.000000
544,evo-g00595-c02-23e2091a40,3.530000,2.651250,0.878750,3,1.800000,1,0,2.375000,1.450000,0.375000,0.000000
545,evo-g00595-c02-23e2091a40,2.060000,3.358750,-1.298750,2,0.600000,0,0,2.875000,1.275000,0.750000,0.125000
546,evo-g00595-c02-23e2091a40,2.120000,2.547500,-0.427500,2,1.200000,0,0,2.250000,1.225000,0.500000,0.000000
547,evo-g00595-c02-23e2091a40,3.530000,3.225000,0.305000,3,1.800000,1,0,2.750000,1.625000,0.625000,0.125000
548,evo-g00595-c02-23e2091a40,3.530000,2.732500,0.797500,3,1.800000,1,0,2.375000,1.325000,0.375000,0.125000
549,evo-g00595-c02-23e2091a40,2.100000,2.842500,-0.742500,2,1.000000,0,0,2.500000,1.675000,0.500000,0.000000
550,evo-g00595-c02-23e2091a40,5.240000,2.901250,2.338750,4,1.400000,1,1,2.500000,1.325000,0.500000,0.125000
551,evo-g00595-c02-23e2091a40,5.360000,3.056250,2.303750,4,2.600000,1,1,2.625000,1.625000,0.500000,0.125000
552,evo-g00595-c02-23e2091a40,1.100000,2.898750,-1.798750,1,1.000000,0,0,2.500000,1.300000,0.500000,0.125000
553,evo-g00595-c02-23e2091a40,1.080000,2.477500,-1.397500,1,0.800000,0,0,2.250000,1.400000,0.250000,0.000000
554,evo-g00595-c02-23e2091a40,3.510000,2.347500,1.162500,3,1.600000,1,0,2.125000,1.350000,0.250000,0.000000
555,evo-g00595-c02-23e2091a40,3.490000,2.822500,0.667500,3,1.400000,1,0,2.500000,1.475000,0.500000,0.000000
556,evo-g00595-c02-23e2091a40,3.550000,2.450000,1.100000,3,2.000000,1,0,2.250000,1.125000,0.250000,0.000000
557,evo-g00595-c02-23e2091a40,3.550000,2.523750,1.026250,3,2.000000,1,0,2.250000,1.425000,0.375000,0.000000
558,evo-g00595-c02-23e2091a40,1.060000,2.667500,-1.607500,1,0.600000,0,0,2.375000,1.175000,0.500000,0.000000
559,evo-g00595-c02-23e2091a40,2.100000,2.271250,-0.171250,2,1.000000,0,0,2.125000,1.025000,0.125000,0.000000
560,evo-g00595-c02-23e2091a40,3.470000,2.800000,0.670000,3,1.200000,1,0,2.500000,1.250000,0.500000,0.000000
561,evo-g00595-c02-23e2091a40,2.120000,3.161250,-1.041250,2,1.200000,0,0,2.750000,1.425000,0.500000,0.125000
562,evo-g00595-c02-23e2091a40,3.550000,2.643750,0.906250,3,2.000000,1,0,2.375000,1.375000,0.375000,0.000000
563,evo-g00595-c02-23e2091a40,3.490000,3.308750,0.181250,3,1.400000,1,0,2.750000,1.525000,0.625000,0.250000
564,evo-g00595-c02-23e2091a40,2.140000,3.082500,-0.942500,2,1.400000,0,0,2.625000,1.450000,0.625000,0.125000
565,evo-g00595-c02-23e2091a40,2.100000,2.008750,0.091250,2,1.000000,0,0,1.875000,0.900000,0.125000,0.000000
566,evo-g00595-c02-23e2091a40,3.490000,3.225000,0.265000,3,1.400000,1,0,2.750000,1.125000,0.500000,0.250000
567,evo-g00595-c02-23e2091a40,3.530000,2.805000,0.725000,3,1.800000,1,0,2.500000,1.300000,0.500000,0.000000
568,evo-g00595-c02-23e2091a40,3.550000,1.837500,1.712500,3,2.000000,1,0,1.750000,0.875000,0.000000,0.000000
569,evo-g00595-c02-23e2091a40,5.360000,2.222500,3.137500,4,2.600000,1,1,2.000000,1.350000,0.250000,0.000000
570,evo-g00595-c02-23e2091a40,2.120000,2.311250,-0.191250,2,1.200000,0,0,2.000000,1.300000,0.250000,0.125000
571,evo-g00595-c02-23e2091a40,3.530000,3.441250,0.088750,3,1.800000,1,0,2.875000,1.600000,0.625000,0.250000
572,evo-g00595-c02-23e2091a40,3.490000,2.851250,0.638750,3,1.400000,1,0,2.500000,1.325000,0.625000,0.000000
573,evo-g00595-c02-23e2091a40,2.160000,2.517500,-0.357500,2,1.600000,0,0,2.250000,1.300000,0.125000,0.125000
574,evo-g00595-c02-23e2091a40,2.100000,2.335000,-0.235000,2,1.000000,0,0,2.125000,1.225000,0.250000,0.000000
575,evo-g00595-c02-23e2091a40,2.100000,3.070000,-0.970000,2,1.000000,0,0,2.625000,1.325000,0.625000,0.125000
576,evo-g00595-c02-23e2091a40,3.490000,3.011250,0.478750,3,1.400000,1,0,2.625000,1.175000,0.500000,0.125000
577,evo-g00595-c02-23e2091a40,5.300000,3.248750,2.051250,4,2.000000,1,1,2.750000,1.425000,0.750000,0.125000
578,evo-g00595-c02-23e2091a40,3.470000,2.340000,1.130000,3,1.200000,1,0,2.125000,1.275000,0.250000,0.000000
579,evo-g00595-c02-23e2091a40,2.160000,2.388750,-0.228750,2,1.600000,0,0,2.125000,1.325000,0.375000,0.000000
580,evo-g00595-c02-23e2091a40,2.080000,3.060000,-0.980000,2,0.800000,0,0,2.625000,1.225000,0.625000,0.125000
581,evo-g00595-c02-23e2091a40,1.080000,2.197500,-1.117500,1,0.800000,0,0,2.000000,1.100000,0.250000,0.000000
582,evo-g00595-c02-23e2091a40,3.570000,3.451250,0.118750,3,2.200000,1,0,2.875000,1.700000,0.625000,0.250000
583,evo-g00595-c02-23e2091a40,2.120000,3.496250,-1.376250,2,1.200000,0,0,2.875000,1.650000,0.500000,0.375000
584,evo-g00595-c02-23e2091a40,2.100000,2.815000,-0.715000,2,1.000000,0,0,2.500000,1.400000,0.500000,0.000000
585,evo-g00595-c02-23e2091a40,2.100000,2.325000,-0.225000,2,1.000000,0,0,2.125000,1.125000,0.250000,0.000000
586,evo-g00595-c02-23e2091a40,2.120000,2.937500,-0.817500,2,1.200000,0,0,2.500000,1.250000,0.625000,0.125000
587,evo-g00595-c02-23e2091a40,3.510000,2.592500,0.917500,3,1.600000,1,0,2.250000,1.175000,0.375000,0.125000
588,evo-g00595-c02-23e2091a40,2.100000,3.030000,-0.930000,2,1.000000,0,0,2.625000,1.425000,0.750000,0.000000
589,evo-g00595-c02-23e2091a40,2.060000,2.997500,-0.937500,2,0.600000,0,0,2.625000,1.475000,0.375000,0.125000
590,evo-g00595-c02-23e2091a40,3.470000,3.670000,-0.200000,3,1.200000,1,0,3.000000,1.700000,0.625000,0.375000
591,evo-g00595-c02-23e2091a40,2.100000,2.827500,-0.727500,2,1.000000,0,0,2.500000,1.525000,0.500000,0.000000
592,evo-g00595-c02-23e2091a40,5.320000,2.996250,2.323750,4,2.200000,1,1,2.625000,1.525000,0.625000,0.000000
593,evo-g00595-c02-23e2091a40,3.610000,2.496250,1.113750,3,2.600000,1,0,2.250000,1.150000,0.375000,0.000000
594,evo-g00595-c02-23e2091a40,1.020000,2.843750,-1.823750,1,0.200000,0,0,2.500000,1.250000,0.625000,0.000000
595,evo-g00595-c02-23e2091a40,2.140000,2.467500,-0.327500,2,1.400000,0,0,2.250000,1.300000,0.250000,0.000000
596,evo-g00595-c02-23e2091a40,3.510000,2.623750,0.886250,3,1.600000,1,0,2.375000,1.175000,0.375000,0.000000
597,evo-g00595-c02-23e2091a40,5.320000,3.183750,2.136250,4,2.200000,1,1,2.750000,1.275000,0.875000,0.000000
598,evo-g00595-c02-23e2091a40,2.060000,2.503750,-0.443750,2,0.600000,0,0,2.250000,1.225000,0.375000,0.000000
599,evo-g00595-c02-23e2091a40,2.100000,2.643750,-0.543750,2,1.000000,0,0,2.375000,1.375000,0.375000,0.000000
600,evo-g00595-c02-23e2091a40,2.100000,3.331250,-1.231250,2,1.000000,0,0,2.875000,1.500000,0.875000,0.000000
601,evo-g00595-c02-23e2091a40,3.490000,2.865000,0.625000,3,1.400000,1,0,2.500000,1.400000,0.375000,0.125000
602,evo-g00595-c02-23e2091a40,2.160000,2.901250,-0.741250,2,1.600000,0,0,2.500000,1.325000,0.500000,0.125000
603,evo-g00595-c02-23e2091a40,3.550000,2.460000,1.090000,3,2.000000,1,0,2.250000,1.225000,0.250000,0.000000
604,evo-g00595-c02-23e2091a40,2.120000,2.852500,-0.732500,2,1.200000,0,0,2.500000,1.275000,0.375000,0.125000
605,evo-g00595-c02-23e2091a40,3.510000,2.671250,0.838750,3,1.600000,1,0,2.375000,1.150000,0.250000,0.125000
606,evo-g00595-c02-23e2091a40,2.120000,2.330000,-0.210000,2,1.200000,0,0,2.125000,1.175000,0.250000,0.000000
607,evo-g00595-c02-23e2091a40,2.100000,2.192500,-0.092500,2,1.000000,0,0,2.000000,1.050000,0.250000,0.000000
608,evo-g00595-c02-23e2091a40,3.470000,2.462500,1.007500,3,1.200000,1,0,2.250000,1.250000,0.250000,0.000000
609,evo-g00595-c02-23e2091a40,2.120000,3.532500,-1.412500,2,1.200000,0,0,3.000000,1.325000,0.875000,0.125000
610,evo-g00595-c02-23e2091a40,2.100000,2.921250,-0.821250,2,1.000000,0,0,2.500000,1.525000,0.500000,0.125000
611,evo-g00595-c02-23e2091a40,2.140000,3.331250,-1.191250,2,1.400000,0,0,2.875000,1.500000,0.875000,0.000000
612,evo-g00595-c02-23e2091a40,3.510000,3.137500,0.372500,3,1.600000,1,0,2.625000,1.500000,0.500000,0.250000
613,evo-g00595-c02-23e2091a40,3.430000,2.638750,0.791250,3,0.800000,1,0,2.375000,1.325000,0.375000,0.000000
614,evo-g00595-c02-23e2091a40,2.140000,2.921250,-0.781250,2,1.400000,0,0,2.500000,1.525000,0.500000,0.125000
615,evo-g00595-c02-23e2091a40,2.140000,2.501250,-0.361250,2,1.400000,0,0,2.250000,1.200000,0.375000,0.000000
616,evo-g00595-c02-23e2091a40,3.570000,2.908750,0.661250,3,2.200000,1,0,2.500000,1.400000,0.500000,0.125000
617,evo-g00595-c02-23e2091a40,2.100000,2.376250,-0.276250,2,1.000000,0,0,2.125000,1.200000,0.375000,0.000000
618,evo-g00595-c02-23e2091a40,3.590000,2.511250,1.078750,3,2.400000,1,0,2.250000,1.300000,0.375000,0.000000
619,evo-g00595-c02-23e2091a40,3.490000,2.325000,1.165000,3,1.400000,1,0,2.125000,1.125000,0.250000,0.000000
620,evo-g00595-c02-23e2091a40,2.120000,2.996250,-0.876250,2,1.200000,0,0,2.625000,1.525000,0.625000,0.000000
621,evo-g00595-c02-23e2091a40,3.470000,2.325000,1.145000,3,1.200000,1,0,2.125000,1.125000,0.250000,0.000000
622,evo-g00595-c02-23e2091a40,2.140000,2.182500,-0.042500,2,1.400000,0,0,2.000000,0.950000,0.250000,0.000000
623,evo-g00595-c02-23e2091a40,2.120000,2.653750,-0.533750,2,1.200000,0,0,2.375000,1.475000,0.375000,0.000000
624,evo-g00595-c02-23e2091a40,3.550000,2.356250,1.193750,3,2.000000,1,0,2.125000,1.000000,0.375000,0.000000
625,evo-g00595-c02-23e2091a40,3.490000,2.683750,0.806250,3,1.400000,1,0,2.375000,1.275000,0.250000,0.125000
626,evo-g00595-c02-23e2091a40,2.140000,2.472500,-0.332500,2,1.400000,0,0,2.250000,1.350000,0.250000,0.000000
627,evo-g00595-c02-23e2091a40,3.530000,3.210000,0.320000,3,1.800000,1,0,2.750000,1.475000,0.625000,0.125000
628,evo-g00595-c02-23e2091a40,2.100000,2.293750,-0.193750,2,1.000000,0,0,2.125000,1.250000,0.125000,0.000000
629,evo-g00595-c02-23e2091a40,2.100000,3.551250,-1.451250,2,1.000000,0,0,3.000000,1.450000,0.625000,0.250000
630,evo-g00595-c02-23e2091a40,3.550000,2.158750,1.391250,3,2.000000,1,0,2.000000,1.150000,0.125000,0.000000
631,evo-g00595-c02-23e2091a40,2.080000,2.676250,-0.596250,2,0.800000,0,0,2.375000,1.200000,0.250000,0.125000
632,evo-g00595-c02-23e2091a40,3.450000,3.197500,0.252500,3,1.000000,1,0,2.750000,1.350000,0.625000,0.125000
633,evo-g00595-c02-23e2091a40,5.200000,2.626250,2.573750,4,1.000000,1,1,2.375000,1.200000,0.375000,0.000000
634,evo-g00595-c02-23e2091a40,3.530000,2.820000,0.710000,3,1.800000,1,0,2.500000,1.450000,0.500000,0.000000
635,evo-g00595-c02-23e2091a40,3.570000,2.462500,1.107500,3,2.200000,1,0,2.250000,1.250000,0.250000,0.000000
636,evo-g00595-c02-23e2091a40,3.450000,3.033750,0.416250,3,1.000000,1,0,2.625000,1.400000,0.500000,0.125000
637,evo-g00595-c02-23e2091a40,3.490000,2.450000,1.040000,3,1.400000,1,0,2.250000,1.125000,0.250000,0.000000
638,evo-g00595-c02-23e2091a40,2.080000,2.447500,-0.367500,2,0.800000,0,0,2.250000,1.100000,0.250000,0.000000
639,evo-g00595-c02-23e2091a40,3.510000,2.455000,1.055000,3,1.600000,1,0,2.250000,1.175000,0.250000,0.000000
640,evo-g00595-c02-23e2091a40,2.180000,3.200000,-1.020000,2,1.800000,0,0,2.750000,1.375000,0.625000,0.125000
641,evo-g00595-c02-23e2091a40,2.080000,2.388750,-0.308750,2,0.800000,0,0,2.125000,1.325000,0.375000,0.000000
642,evo-g00595-c02-23e2091a40,3.530000,3.723750,-0.193750,3,1.800000,1,0,3.000000,1.300000,0.625000,0.500000
643,evo-g00595-c02-23e2091a40,3.530000,2.493750,1.036250,3,1.800000,1,0,2.250000,1.125000,0.375000,0.000000
644,evo-g00595-c02-23e2091a40,2.100000,2.633750,-0.533750,2,1.000000,0,0,2.375000,1.275000,0.375000,0.000000
645,evo-g00595-c02-23e2091a40,1.080000,2.641250,-1.561250,1,0.800000,0,0,2.375000,1.350000,0.375000,0.000000
646,evo-g00595-c02-23e2091a40,3.510000,2.345000,1.165000,3,1.600000,1,0,2.125000,1.325000,0.250000,0.000000
647,evo-g00595-c02-23e2091a40,2.060000,3.170000,-1.110000,2,0.600000,0,0,2.750000,1.575000,0.750000,0.000000
648,evo-g00595-c02-23e2091a40,2.100000,2.685000,-0.585000,2,1.000000,0,0,2.375000,1.350000,0.500000,0.000000
649,evo-g00595-c02-23e2091a40,2.100000,2.807500,-0.707500,2,1.000000,0,0,2.500000,1.325000,0.500000,0.000000
650,evo-g00595-c02-23e2091a40,3.530000,3.693750,-0.163750,3,1.800000,1,0,3.000000,1.500000,0.750000,0.375000
651,evo-g00595-c02-23e2091a40,2.080000,2.543750,-0.463750,2,0.800000,0,0,2.250000,1.125000,0.250000,0.125000
652,evo-g00595-c02-23e2091a40,3.530000,2.036250,1.493750,3,1.800000,1,0,1.875000,1.175000,0.125000,0.000000
653,evo-g00595-c02-23e2091a40,2.140000,3.085000,-0.945000,2,1.400000,0,0,2.625000,1.475000,0.625000,0.125000
654,evo-g00595-c02-23e2091a40,3.530000,2.023750,1.506250,3,1.800000,1,0,1.875000,1.050000,0.125000,0.000000
655,evo-g00595-c02-23e2091a40,3.510000,2.795000,0.715000,3,1.600000,1,0,2.500000,1.200000,0.500000,0.000000
656,evo-g00595-c02-23e2091a40,2.120000,3.077500,-0.957500,2,1.200000,0,0,2.625000,1.400000,0.625000,0.125000
657,evo-g00595-c02-23e2091a40,1.060000,2.911250,-1.851250,1,0.600000,0,0,2.500000,1.425000,0.500000,0.125000
658,evo-g00595-c02-23e2091a40,2.140000,2.475000,-0.335000,2,1.400000,0,0,2.250000,1.375000,0.250000,0.000000
659,evo-g00595-c02-23e2091a40,2.120000,2.503750,-0.383750,2,1.200000,0,0,2.250000,1.225000,0.375000,0.000000
660,evo-g00595-c02-23e2091a40,3.490000,2.923750,0.566250,3,1.400000,1,0,2.500000,1.550000,0.500000,0.125000
661,evo-g00595-c02-23e2091a40,5.360000,3.220000,2.140000,4,2.600000,1,1,2.750000,1.575000,0.625000,0.125000
662,evo-g00595-c02-23e2091a40,2.120000,3.245000,-1.125000,2,1.200000,0,0,2.750000,1.325000,0.500000,0.250000
663,evo-g00595-c02-23e2091a40,1.060000,3.612500,-2.552500,1,0.600000,0,0,3.000000,1.625000,0.750000,0.250000
664,evo-g00595-c02-23e2091a40,3.430000,2.381250,1.048750,3,0.800000,1,0,2.125000,1.250000,0.375000,0.000000
665,evo-g00595-c02-23e2091a40,2.140000,2.693750,-0.553750,2,1.400000,0,0,2.375000,1.375000,0.250000,0.125000
666,evo-g00595-c02-23e2091a40,2.100000,3.176250,-1.076250,2,1.000000,0,0,2.625000,1.450000,0.625000,0.250000
667,evo-g00595-c02-23e2091a40,3.510000,2.643750,0.866250,3,1.600000,1,0,2.375000,1.375000,0.375000,0.000000
668,evo-g00595-c02-23e2091a40,5.340000,2.835000,2.505000,4,2.400000,1,1,2.500000,1.600000,0.500000,0.000000
669,evo-g00595-c02-23e2091a40,3.450000,2.653750,0.796250,3,1.000000,1,0,2.375000,1.475000,0.375000,0.000000
670,evo-g00595-c02-23e2091a40,2.120000,2.340000,-0.220000,2,1.200000,0,0,2.125000,1.275000,0.250000,0.000000
671,evo-g00595-c02-23e2091a40,3.470000,3.233750,0.236250,3,1.200000,1,0,2.625000,1.525000,0.500000,0.375000
672,evo-g00595-c02-23e2091a40,1.100000,2.678750,-1.578750,1,1.000000,0,0,2.375000,1.225000,0.250000,0.125000
673,evo-g00595-c02-23e2091a40,3.490000,2.911250,0.578750,3,1.400000,1,0,2.500000,1.425000,0.500000,0.125000
674,evo-g00595-c02-23e2091a40,6.320000,2.737500,3.582500,5,2.200000,1,1,2.375000,1.375000,0.375000,0.125000
675,evo-g00595-c02-23e2091a40,2.080000,2.680000,-0.600000,2,0.800000,0,0,2.375000,1.300000,0.500000,0.000000
676,evo-g00595-c02-23e2091a40,2.120000,2.882500,-0.762500,2,1.200000,0,0,2.500000,1.575000,0.375000,0.125000
677,evo-g00595-c02-23e2091a40,2.140000,2.298750,-0.158750,2,1.400000,0,0,2.125000,1.300000,0.125000,0.000000
678,evo-g00595-c02-23e2091a40,2.140000,3.152500,-1.012500,2,1.400000,0,0,2.750000,1.400000,0.750000,0.000000
679,evo-g00595-c02-23e2091a40,3.610000,2.520000,1.090000,3,2.600000,1,0,2.250000,1.325000,0.125000,0.125000
680,evo-g00595-c02-23e2091a40,2.160000,2.988750,-0.828750,2,1.600000,0,0,2.625000,1.450000,0.625000,0.000000
681,evo-g00595-c02-23e2091a40,2.080000,3.388750,-1.308750,2,0.800000,0,0,2.875000,1.575000,0.750000,0.125000
682,evo-g00595-c02-23e2091a40,1.060000,3.001250,-1.941250,1,0.600000,0,0,2.625000,1.575000,0.625000,0.000000
683,evo-g00595-c02-23e2091a40,2.140000,2.807500,-0.667500,2,1.400000,0,0,2.500000,1.325000,0.500000,0.000000
684,evo-g00595-c02-23e2091a40,1.080000,2.846250,-1.766250,1,0.800000,0,0,2.500000,1.275000,0.625000,0.000000
685,evo-g00595-c02-23e2091a40,2.120000,2.891250,-0.771250,2,1.200000,0,0,2.500000,1.225000,0.500000,0.125000
686,evo-g00595-c02-23e2091a40,2.120000,2.533750,-0.413750,2,1.200000,0,0,2.250000,1.025000,0.250000,0.125000
687,evo-g00595-c02-23e2091a40,3.510000,2.810000,0.700000,3,1.600000,1,0,2.500000,1.350000,0.500000,0.000000
688,evo-g00595-c02-23e2091a40,1.060000,2.988750,-1.928750,1,0.600000,0,0,2.625000,1.450000,0.625000,0.000000
689,evo-g00595-c02-23e2091a40,2.080000,3.182500,-1.102500,2,0.800000,0,0,2.750000,1.700000,0.750000,0.000000
690,evo-g00595-c02-23e2091a40,1.060000,3.861250,-2.801250,1,0.600000,0,0,3.125000,1.425000,0.625000,0.500000
691,evo-g00595-c02-23e2091a40,3.510000,3.343750,0.166250,3,1.600000,1,0,2.875000,1.625000,0.875000,0.000000
